Student_ID	Time	Detector_Name	Value
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:09:40.545Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[1,0.68],"subtraction-const/":[1,0.68]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:09:42.640Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[1,0.68],"subtraction-const/":[1,0.68]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:09:47.544Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[1,0.68],"subtraction-const/":[1,0.68]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:10:22.260Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[2,0.92],"subtraction-const/":[2,0.92]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:10:26.323Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[2,0.92],"subtraction-const/":[2,0.92],"combine-like-const/":[1,0.68]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:10:50.111Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[2,0.92],"subtraction-const/":[3,0.98],"combine-like-const/":[2,0.92]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.98},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:10:51.451Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[3,0.98],"subtraction-const/":[3,0.98],"combine-like-const/":[2,0.92]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.98},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.98},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:11:28.375Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[4,0.99],"subtraction-const/":[4,0.99],"combine-like-const/":[2,0.92]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.92}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:11:30.456Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[4,0.99],"subtraction-const/":[4,0.99],"combine-like-const/":[3,0.98]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.98}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:12:02.367Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[5,0.99],"subtraction-const/":[5,0.99],"combine-like-const/":[3,0.98]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.98}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:12:04.123Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[5,0.99],"subtraction-const/":[5,0.99],"combine-like-const/":[4,0.99]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:12:23.960Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[5,0.99],"subtraction-const/":[6,0.99],"combine-like-const/":[5,0.99]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:12:24.994Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[6,0.99],"subtraction-const/":[6,0.99],"combine-like-const/":[5,0.99]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99}}]
Stu_011d4a758304088030545e04e03cb852	2020-03-09T14:13:54.660Z	critical_struggle	0, > 0 s,  [[0,0,0,0,0,0],{"cancel-const/":[6,0.99],"subtraction-const/":[6,0.99],"combine-like-const/":[5,0.99],"divide/":[1,0.68],"division-simple/":[1,0.68]},null,{"cancel-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"subtraction-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"combine-like-const/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.99},"divide/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68},"division-simple/":{"p_transit":0.2,"p_slip":0.1,"p_guess":0.2,"p_know":0.68}}]
